date,category,product,price,currency,source_url
2022-02-28,vga_max,GeForce RTX 3060,1038.91,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-01,vga_max,GeForce RTX 3060,999.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-02,vga_max,GeForce RTX 3060,1038.91,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-03,vga_max,GeForce RTX 3060,1038.91,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-04,vga_max,GeForce RTX 3060,948.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-05,vga_max,GeForce RTX 3060,1038.91,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-06,vga_max,GeForce RTX 3060,999.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-07,vga_max,GeForce RTX 3060,938.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-08,vga_max,GeForce RTX 3060,1038.91,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-09,vga_max,GeForce RTX 3060,1038.91,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-10,vga_max,GeForce RTX 3060,999.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-11,vga_max,GeForce RTX 3060,938.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-12,vga_max,GeForce RTX 3060,938.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-13,vga_max,GeForce RTX 3060,938.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-14,vga_max,GeForce RTX 3060,999.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-15,vga_max,GeForce RTX 3060,999.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-16,vga_max,GeForce RTX 3060,1038.91,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-17,vga_max,GeForce RTX 3060,854.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-18,vga_max,GeForce RTX 3060,999.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-19,vga_max,GeForce RTX 3060,999.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-20,vga_max,GeForce RTX 3060,1123.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-21,vga_max,GeForce RTX 3060,1125.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-22,vga_max,GeForce RTX 3060,1125.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-23,vga_max,GeForce RTX 3060,1125.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-24,vga_max,GeForce RTX 3060,1038.91,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-25,vga_max,GeForce RTX 3060,1131.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-26,vga_max,GeForce RTX 3060,1038.91,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-27,vga_max,GeForce RTX 3060,1038.91,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-28,vga_max,GeForce RTX 3060,938.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-29,vga_max,GeForce RTX 3060,999.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-30,vga_max,GeForce RTX 3060,1038.91,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-03-31,vga_max,GeForce RTX 3060,999.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-04-01,vga_max,GeForce RTX 3060,938.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-04-02,vga_max,GeForce RTX 3060,938.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-04-03,vga_max,GeForce RTX 3060,1027.15,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-04-04,vga_max,GeForce RTX 3060,1027.15,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-04-05,vga_max,GeForce RTX 3060,1027.15,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-04-06,vga_max,GeForce RTX 3060,1125.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-04-07,vga_max,GeForce RTX 3060,1125.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-04-08,vga_max,GeForce RTX 3060,1027.24,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-04-09,vga_max,GeForce RTX 3060,1027.25,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-04-10,vga_max,GeForce RTX 3060,1027.28,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-04-11,vga_max,GeForce RTX 3060,1027.28,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-04-12,vga_max,GeForce RTX 3060,1027.28,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-04-13,vga_max,GeForce RTX 3060,1027.31,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-04-14,vga_max,GeForce RTX 3060,1027.33,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-04-15,vga_max,GeForce RTX 3060,1027.38,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-04-16,vga_max,GeForce RTX 3060,1027.39,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-04-17,vga_max,GeForce RTX 3060,1027.39,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-04-18,vga_max,GeForce RTX 3060,1027.39,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-04-19,vga_max,GeForce RTX 3060,1027.40,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-04-20,vga_max,GeForce RTX 3060,1027.44,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-04-21,vga_max,GeForce RTX 3060,1027.48,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-04-22,vga_max,GeForce RTX 3060,1027.48,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-04-23,vga_max,GeForce RTX 3060,997.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-04-24,vga_max,GeForce RTX 3060,997.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-04-25,vga_max,GeForce RTX 3060,997.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-04-26,vga_max,GeForce RTX 3060,997.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-04-27,vga_max,GeForce RTX 3060,997.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-04-28,vga_max,GeForce RTX 3060,997.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-04-29,vga_max,GeForce RTX 3060,997.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-04-30,vga_max,GeForce RTX 3060,997.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-01,vga_max,GeForce RTX 3060,997.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-02,vga_max,GeForce RTX 3060,997.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-03,vga_max,GeForce RTX 3060,997.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-04,vga_max,GeForce RTX 3060,997.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-05,vga_max,GeForce RTX 3060,818.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-06,vga_max,GeForce RTX 3060,997.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-07,vga_max,GeForce RTX 3060,997.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-08,vga_max,GeForce RTX 3060,997.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-09,vga_max,GeForce RTX 3060,997.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-10,vga_max,GeForce RTX 3060,997.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-11,vga_max,GeForce RTX 3060,938.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-12,vga_max,GeForce RTX 3060,938.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-13,vga_max,GeForce RTX 3060,938.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-14,vga_max,GeForce RTX 3060,846.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-15,vga_max,GeForce RTX 3060,846.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-16,vga_max,GeForce RTX 3060,846.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-17,vga_max,GeForce RTX 3060,846.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-18,vga_max,GeForce RTX 3060,846.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-19,vga_max,GeForce RTX 3060,799.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-20,vga_max,GeForce RTX 3060,846.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-21,vga_max,GeForce RTX 3060,846.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-22,vga_max,GeForce RTX 3060,846.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-23,vga_max,GeForce RTX 3060,846.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-24,vga_max,GeForce RTX 3060,846.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-25,vga_max,GeForce RTX 3060,846.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-26,vga_max,GeForce RTX 3060,846.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-27,vga_max,GeForce RTX 3060,846.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-28,vga_max,GeForce RTX 3060,846.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-29,vga_max,GeForce RTX 3060,846.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-30,vga_max,GeForce RTX 3060,846.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-05-31,vga_max,GeForce RTX 3060,864.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-06-01,vga_max,GeForce RTX 3060,846.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-06-02,vga_max,GeForce RTX 3060,818.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-06-03,vga_max,GeForce RTX 3060,818.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-06-04,vga_max,GeForce RTX 3060,818.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-06-05,vga_max,GeForce RTX 3060,818.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-06-06,vga_max,GeForce RTX 3060,818.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-06-07,vga_max,GeForce RTX 3060,818.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-06-08,vga_max,GeForce RTX 3060,818.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-06-09,vga_max,GeForce RTX 3060,818.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-06-10,vga_max,GeForce RTX 3060,746.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-06-11,vga_max,GeForce RTX 3060,699.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-06-12,vga_max,GeForce RTX 3060,699.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-06-13,vga_max,GeForce RTX 3060,746.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-06-14,vga_max,GeForce RTX 3060,699.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-06-15,vga_max,GeForce RTX 3060,699.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-06-16,vga_max,GeForce RTX 3060,699.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-06-17,vga_max,GeForce RTX 3060,699.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-06-18,vga_max,GeForce RTX 3060,699.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-06-19,vga_max,GeForce RTX 3060,699.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-06-20,vga_max,GeForce RTX 3060,699.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-06-21,vga_max,GeForce RTX 3060,699.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-06-22,vga_max,GeForce RTX 3060,699.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-06-23,vga_max,GeForce RTX 3060,699.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-06-24,vga_max,GeForce RTX 3060,699.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-06-25,vga_max,GeForce RTX 3060,699.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-06-26,vga_max,GeForce RTX 3060,699.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-06-27,vga_max,GeForce RTX 3060,699.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-06-28,vga_max,GeForce RTX 3060,699.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-06-29,vga_max,GeForce RTX 3060,699.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-06-30,vga_max,GeForce RTX 3060,699.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-01,vga_max,GeForce RTX 3060,699.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-02,vga_max,GeForce RTX 3060,699.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-03,vga_max,GeForce RTX 3060,592.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-04,vga_max,GeForce RTX 3060,649.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-05,vga_max,GeForce RTX 3060,649.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-06,vga_max,GeForce RTX 3060,649.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-07,vga_max,GeForce RTX 3060,649.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-08,vga_max,GeForce RTX 3060,699.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-09,vga_max,GeForce RTX 3060,598.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-10,vga_max,GeForce RTX 3060,598.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-11,vga_max,GeForce RTX 3060,599.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-12,vga_max,GeForce RTX 3060,599.95,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-13,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-14,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-15,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-16,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-17,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-18,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-19,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-20,vga_max,GeForce RTX 3060,559.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-21,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-22,vga_max,GeForce RTX 3060,559.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-23,vga_max,GeForce RTX 3060,559.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-24,vga_max,GeForce RTX 3060,559.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-25,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-26,vga_max,GeForce RTX 3060,575.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-27,vga_max,GeForce RTX 3060,559.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-28,vga_max,GeForce RTX 3060,579.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-29,vga_max,GeForce RTX 3060,559.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-30,vga_max,GeForce RTX 3060,579.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-07-31,vga_max,GeForce RTX 3060,559.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-01,vga_max,GeForce RTX 3060,579.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-02,vga_max,GeForce RTX 3060,579.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-03,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-04,vga_max,GeForce RTX 3060,579.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-05,vga_max,GeForce RTX 3060,579.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-06,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-07,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-08,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-09,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-10,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-11,vga_max,GeForce RTX 3060,649.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-12,vga_max,GeForce RTX 3060,649.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-13,vga_max,GeForce RTX 3060,649.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-14,vga_max,GeForce RTX 3060,648.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-15,vga_max,GeForce RTX 3060,648.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-16,vga_max,GeForce RTX 3060,648.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-17,vga_max,GeForce RTX 3060,648.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-18,vga_max,GeForce RTX 3060,648.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-19,vga_max,GeForce RTX 3060,648.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-20,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-21,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-22,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-23,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-24,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-25,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-26,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-27,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-28,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-29,vga_max,GeForce RTX 3060,649.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-30,vga_max,GeForce RTX 3060,659.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-08-31,vga_max,GeForce RTX 3060,599.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-09-01,vga_max,GeForce RTX 3060,649.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-09-02,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-09-03,vga_max,GeForce RTX 3060,619.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-09-04,vga_max,GeForce RTX 3060,599.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-09-05,vga_max,GeForce RTX 3060,559.90,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-09-06,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-09-07,vga_max,GeForce RTX 3060,599.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-09-08,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-09-09,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-09-10,vga_max,GeForce RTX 3060,677.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-09-11,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-09-12,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-09-13,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-09-14,vga_max,GeForce RTX 3060,619.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-09-15,vga_max,GeForce RTX 3060,599.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-09-16,vga_max,GeForce RTX 3060,619.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-09-17,vga_max,GeForce RTX 3060,619.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-09-18,vga_max,GeForce RTX 3060,619.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-09-19,vga_max,GeForce RTX 3060,614.23,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-09-20,vga_max,GeForce RTX 3060,599.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-09-21,vga_max,GeForce RTX 3060,614.23,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-09-22,vga_max,GeForce RTX 3060,689.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-09-23,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-09-24,vga_max,GeForce RTX 3060,629.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-09-25,vga_max,GeForce RTX 3060,629.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-09-26,vga_max,GeForce RTX 3060,629.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-09-27,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-09-28,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-09-29,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-09-30,vga_max,GeForce RTX 3060,629.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-01,vga_max,GeForce RTX 3060,549.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-02,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-03,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-04,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-05,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-06,vga_max,GeForce RTX 3060,589.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-07,vga_max,GeForce RTX 3060,560.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-08,vga_max,GeForce RTX 3060,560.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-09,vga_max,GeForce RTX 3060,560.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-10,vga_max,GeForce RTX 3060,612.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-11,vga_max,GeForce RTX 3060,549.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-12,vga_max,GeForce RTX 3060,549.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-13,vga_max,GeForce RTX 3060,549.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-14,vga_max,GeForce RTX 3060,549.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-15,vga_max,GeForce RTX 3060,549.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-16,vga_max,GeForce RTX 3060,549.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-17,vga_max,GeForce RTX 3060,549.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-18,vga_max,GeForce RTX 3060,549.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-19,vga_max,GeForce RTX 3060,549.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-20,vga_max,GeForce RTX 3060,549.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-21,vga_max,GeForce RTX 3060,549.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-22,vga_max,GeForce RTX 3060,549.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-23,vga_max,GeForce RTX 3060,549.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-24,vga_max,GeForce RTX 3060,549.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-25,vga_max,GeForce RTX 3060,525.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-26,vga_max,GeForce RTX 3060,525.00,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-27,vga_max,GeForce RTX 3060,549.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-28,vga_max,GeForce RTX 3060,549.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-29,vga_max,GeForce RTX 3060,549.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-30,vga_max,GeForce RTX 3060,549.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-10-31,vga_max,GeForce RTX 3060,499.90,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-11-01,vga_max,GeForce RTX 3060,549.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-11-02,vga_max,GeForce RTX 3060,549.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
2022-11-03,vga_max,GeForce RTX 3060,549.99,USD,https://pangoly.com/en/price-trends/vga/rtx-3060
